Brand,Product,Variant Scope,Affected Variants,Current Category,Current Weight(s),Corrected Ship Class,Rec L,Rec W,Rec H,Recommended Site Weight,Delta Min,Delta Max,Match Source,Confidence,Action,Reason
⚪ Other,Skyline R32 GTS BN-Sports Style +30mm Front Fenders,All variants,5,Front Fender,78,Front Fender,148.0,76.0,34.0,77.0,-1.0,-1.0,Exact vehicle + part P75,Medium,KEEP,Matched R32-FF cleaned historical cartons.
⚪ Other,Skyline R32 GTS GTR LHS Vented Carbon Fiber Headlight Intake Replacement,All variants,5,Accessory,5,Accessory,,,,5.0,0.0,0.0,Retain current actual/manual weight,Existing,KEEP,No defensible dimensional override from the partner extract.
⚪ Other,Skyline R32 GTS OEM Style Front Fender,All variants,5,Front Fender,78,Front Fender,148.0,76.0,34.0,77.0,-1.0,-1.0,Exact vehicle + part P75,Medium,KEEP,Matched R32-FF cleaned historical cartons.
⚪ Other,Skyline R33 GTR BN-Style Front Fender,All variants,5,Front Fender,78,Front Fender,,,,78.0,0.0,0.0,Retain current — chassis dependent,Review,UPDATE SITE,No reliable exact chassis match; broad category data is too variable for a safe overwrite.
⚪ Other,Skyline R34 GTT Z-Tune Rear Bumper / Skyline R34 GTT 2D GTR Conversion GTR-Style Rear Bumper,All variants,5,Bumper,170,Rear Bumper,,,,170.0,0.0,0.0,Retain current — bumper evidence sparse,Review,UPDATE SITE,Chinese extract does not contain enough consistent full-bumper observations for a bulk overwrite.
⚪ Other,Solar Powered Window Fan,All variants,2,Accessory,1,Accessory,,,,1.0,0.0,0.0,Retain current actual/manual weight,Existing,KEEP,No defensible dimensional override from the partner extract.
⚪ Other,The James – Carbon Fiber Sink,All variants,1,Accessory,15,Accessory,,,,15.0,0.0,0.0,Retain current actual/manual weight,Existing,KEEP,No defensible dimensional override from the partner extract.
⚪ Other,Titanium 12 Point Nut,All variants,10,Hardware,0.1,Hardware,,,,0.1,0.0,0.0,Retain current actual/manual weight,Existing,KEEP,No defensible dimensional override from the partner extract.
⚪ Other,Titanium Ball Shift Knob,All variants,5,Accessory,5,Accessory,,,,5.0,0.0,0.0,Retain current actual/manual weight,Existing,KEEP,No defensible dimensional override from the partner extract.
⚪ Other,Titanium Bolts Button Head,All variants,50,Hardware,0.1,Hardware,,,,0.1,0.0,0.0,Retain current actual/manual weight,Existing,KEEP,No defensible dimensional override from the partner extract.
⚪ Other,Titanium Bolts Hex Head,All variants,50,Hardware,0.1,Hardware,,,,0.1,0.0,0.0,Retain current actual/manual weight,Existing,KEEP,No defensible dimensional override from the partner extract.
⚪ Other,Titanium EDC Style Wallet,All variants,18,Hardware,1,Hardware,,,,1.0,0.0,0.0,Retain current actual/manual weight,Existing,KEEP,No defensible dimensional override from the partner extract.
⚪ Other,Titanium Exhaust Manifold Stud M6 M8 and M10,All variants,24,Hardware,1,Hardware,,,,1.0,0.0,0.0,Retain current actual/manual weight,Existing,KEEP,No defensible dimensional override from the partner extract.
⚪ Other,Titanium Extended Shift Knob,All variants,6,Accessory,5,Accessory,,,,5.0,0.0,0.0,Retain current actual/manual weight,Existing,KEEP,No defensible dimensional override from the partner extract.
⚪ Other,Titanium Flange Nut,All variants,50,Hardware,0.1,Hardware,,,,0.1,0.0,0.0,Retain current actual/manual weight,Existing,KEEP,No defensible dimensional override from the partner extract.
⚪ Other,Titanium Hardware Add-on,All variants,1,Hardware,0.5,Hardware,,,,0.5,0.0,0.0,Retain current actual/manual weight,Existing,KEEP,No defensible dimensional override from the partner extract.
⚪ Other,Titanium Simple Wallet,All variants,12,Hardware,1,Hardware,,,,1.0,0.0,0.0,Retain current actual/manual weight,Existing,KEEP,No defensible dimensional override from the partner extract.
⚪ Other,Titanium Steering Wheel Bolt kit,All variants,3,Hardware,0.1,Hardware,,,,0.1,0.0,0.0,Retain current actual/manual weight,Existing,KEEP,No defensible dimensional override from the partner extract.
⚪ Other,Titanium Step Gasket Washer,All variants,20,Hardware,0.1,Hardware,,,,0.1,0.0,0.0,Retain current actual/manual weight,Existing,KEEP,No defensible dimensional override from the partner extract.
⚪ Other,Titanium Washer,All variants,42,Hardware,0.1,Hardware,,,,0.1,0.0,0.0,Retain current actual/manual weight,Existing,KEEP,No defensible dimensional override from the partner extract.
⚪ Other,Titanium Wheel Bolts,All variants,8,Hardware,1,Hardware,,,,1.0,0.0,0.0,Retain current actual/manual weight,Existing,KEEP,No defensible dimensional override from the partner extract.
⚪ Other,Tsurikawa Ring Heart,All variants,6,Accessory,1,Accessory,,,,1.0,0.0,0.0,Retain current actual/manual weight,Existing,KEEP,No defensible dimensional override from the partner extract.
⚪ Other,Window Switch Trim Cover,All variants,12,Accessory,1,Accessory,,,,1.0,0.0,0.0,Retain current actual/manual weight,Existing,KEEP,No defensible dimensional override from the partner extract.
⚪ Other,Xeno – Carbon Fiber Chair,All variants,2,Accessory,20,Accessory,,,,20.0,0.0,0.0,Retain current actual/manual weight,Existing,KEEP,No defensible dimensional override from the partner extract.
⚪ Other,tesst,All variants,50,Accessory,0,Accessory,,,,,,,Manual review,Manual,REVIEW,Current Shopify weight is zero and no reliable dimensional profile was found.
🌊 Subaru,ETi Subaru WRX 2018 Vented Hood,All variants,3,Hood,74,Hood,170.0,133.0,16.0,73.0,-1.0,-1.0,Established ETi hood tier,Established,KEEP,Retain the established ETi standard hood tier.
🌊 Subaru,ETi Subaru WRX 2018 Vented Hood V2,All variants,3,Hood,74,Hood,170.0,133.0,16.0,73.0,-1.0,-1.0,Established ETi hood tier,Established,KEEP,Retain the established ETi standard hood tier.
🌊 Subaru,Subaru BRZ Door Handle Trim Cover,All variants,1,Door,51,Accessory,,,,51.0,0.0,0.0,Retain current actual/manual weight,Existing,UPDATE SITE,No defensible dimensional override from the partner extract.
🌊 Subaru,Subaru Impreza 98-00 Hood Side Vent 1 PC,All variants,1,Hood,74,Hood,170.0,133.0,16.0,73.0,-1.0,-1.0,Established ETi hood tier,Established,KEEP,Retain the established ETi standard hood tier.
🌊 Subaru,Subaru Impreza 98-00 Roof Scoop,All variants,1,Roof Panel,55,Roof Panel,,,,55.0,0.0,0.0,Retain current — chassis dependent,Review,UPDATE SITE,No reliable exact chassis match; broad category data is too variable for a safe overwrite.
🌐 Universal,ETi Universal Aluminum Oil Cooler,All variants,12,Accessory,5,Accessory,,,,5.0,0.0,0.0,Retain current actual/manual weight,Existing,KEEP,No defensible dimensional override from the partner extract.
🌐 Universal,ETi Universal Titanium Turbo Guard,All variants,2,Accessory,2,Accessory,,,,2.0,0.0,0.0,Retain current actual/manual weight,Existing,KEEP,No defensible dimensional override from the partner extract.
🌐 Universal,Universal Demon Eyes Kit,All variants,5,Hardware,1,Hardware,,,,1.0,0.0,0.0,Retain current actual/manual weight,Existing,KEEP,No defensible dimensional override from the partner extract.
🏁 Porsche,ETi Carbon Fiber Hood – Porsche 987 / 981 / 991,All variants,4,Hood,74,Hood,170.0,133.0,16.0,73.0,-1.0,-1.0,Established ETi hood tier,Established,KEEP,Retain the established ETi standard hood tier.
🏁 Porsche,ETi Porsche 981 Corsa Bodykit – Full 718 Conversion,All variants,1,Full Body Kit,200,Full Body Kit,,,,,,,Manual multi-carton,Manual,REVIEW,Full kits require the sum of each component carton; do not use one generic Shopify weight.
🏁 Porsche,ETi Porsche 987 Aeris GT1 Widebody Kit,All variants,1,Full Body Kit,200,Full Body Kit,,,,,,,Manual multi-carton,Manual,REVIEW,Full kits require the sum of each component carton; do not use one generic Shopify weight.
🏁 Porsche,ETi Porsche Cayenne Gravis Bodykit,All variants,1,Full Body Kit,200,Full Body Kit,,,,,,,Manual multi-carton,Manual,REVIEW,Full kits require the sum of each component carton; do not use one generic Shopify weight.
🏁 Porsche,ETi Porsche Cayman 987 TechArt Widebody Kit,All variants,1,Full Body Kit,200,Full Body Kit,,,,,,,Manual multi-carton,Manual,REVIEW,Full kits require the sum of each component carton; do not use one generic Shopify weight.
🏎️ BMW,BMW M2 Dry Carbon Roof,All variants,5,Roof Panel,55,Roof Panel,,,,55.0,0.0,0.0,Retain current — chassis dependent,Review,UPDATE SITE,No reliable exact chassis match; broad category data is too variable for a safe overwrite.
🏎️ BMW,ETi BMW E46 Doors (2pcs) – Carbon Fiber / Dry Carbon,All variants,3,Door,51,Door,,,,51.0,0.0,0.0,Retain current — chassis dependent,Review,UPDATE SITE,No reliable exact chassis match; broad category data is too variable for a safe overwrite.
🏎️ BMW,ETi BMW E46 Front Fender – Carbon Fiber / Dry Carbon,All variants,2,Front Fender,66,Front Fender,,,,66.0,0.0,0.0,Retain current — chassis dependent,Review,UPDATE SITE,No reliable exact chassis match; broad category data is too variable for a safe overwrite.
🏎️ BMW,ETi BMW E46 Full Body Kit – Carbon Fiber / Dry Carbon,All variants,2,Full Body Kit,200,Full Body Kit,,,,,,,Manual multi-carton,Manual,REVIEW,Full kits require the sum of each component carton; do not use one generic Shopify weight.
🏎️ BMW,ETi BMW E46 Hood – Carbon Fiber / Dry Carbon,All variants,3,Hood,74,Hood,170.0,133.0,16.0,73.0,-1.0,-1.0,Established ETi hood tier,Established,KEEP,Retain the established ETi standard hood tier.
🏎️ BMW,ETi BMW E46 Rear Bumper – Carbon Fiber / Dry Carbon,All variants,2,Bumper,140,Rear Bumper,,,,140.0,0.0,0.0,Retain current — bumper evidence sparse,Review,UPDATE SITE,Chinese extract does not contain enough consistent full-bumper observations for a bulk overwrite.
🏎️ BMW,ETi BMW E46 Rear Fender – Carbon Fiber / Dry Carbon,All variants,2,Rear Fender,41,Rear Fender,,,,41.0,0.0,0.0,Retain current — chassis dependent,Review,UPDATE SITE,No reliable exact chassis match; broad category data is too variable for a safe overwrite.
🏎️ BMW,ETi BMW E46 Trunk – Carbon Fiber / Dry Carbon,All variants,2,Trunk/Boot,67,Trunk / Boot,132.0,73.0,42.0,81.0,14.0,14.0,Exact vehicle + part P75,Low,UPDATE SITE,Matched E46-TRUNK cleaned historical cartons.
🏎️ BMW,ETi BMW M3 E92 / E93 Rear Diffuser,All variants,5,Rear Diffuser,30,Rear Diffuser,151.0,51.0,21.0,33.0,3.0,3.0,Cleaned category P75,Low,UPDATE SITE,Cleaned P75; full diffusers only. Representative carton: B-987-DIF-EPAGT / OD-0018908.
🏎️ BMW,ETi Carbon Fiber Hood BMW M6 F06-F12-F13,All variants,4,Hood,74,Hood,170.0,133.0,16.0,73.0,-1.0,-1.0,Established ETi hood tier,Established,KEEP,Retain the established ETi standard hood tier.
🔱 Mercedes-Benz,Mercedes-Benz W 140 2DOOR FAB DESIGN Body Kit,Front Bumper / Fiberglass (FRP); Front Bumper / Forged Carbon; Front Bumper / Gloss Carbon; Front Bumper / Kevlar; Front Bumper / Matte Carbon,5,Bumper,140,Front Bumper,,,,140.0,0.0,0.0,Retain current — bumper evidence sparse,Review,UPDATE SITE,Chinese extract does not contain enough consistent full-bumper observations for a bulk overwrite.
🔱 Mercedes-Benz,Mercedes-Benz W 140 2DOOR FAB DESIGN Body Kit,Complete Body Kit / Fiberglass (FRP),1,Full Body Kit,200,Full Body Kit,,,,,,,Manual multi-carton,Manual,REVIEW,Full kits require the sum of each component carton; do not use one generic Shopify weight.
🔱 Mercedes-Benz,Mercedes-Benz W 140 2DOOR FAB DESIGN Body Kit,Rear Bumper / Fiberglass (FRP); Rear Bumper / Forged Carbon; Rear Bumper / Gloss Carbon; Rear Bumper / Kevlar; Rear Bumper / Matte Carbon,5,Bumper,140,Rear Bumper,,,,140.0,0.0,0.0,Retain current — bumper evidence sparse,Review,UPDATE SITE,Chinese extract does not contain enough consistent full-bumper observations for a bulk overwrite.
🔱 Mercedes-Benz,Mercedes-Benz W220 WALD Body Kit,Front Bumper / Fiberglass (FRP); Front Bumper / Forged Carbon; Front Bumper / Gloss Carbon; Front Bumper / Kevlar; Front Bumper / Matte Carbon,5,Bumper,140,Front Bumper,,,,140.0,0.0,0.0,Retain current — bumper evidence sparse,Review,UPDATE SITE,Chinese extract does not contain enough consistent full-bumper observations for a bulk overwrite.
🔱 Mercedes-Benz,Mercedes-Benz W220 WALD Body Kit,Complete Body Kit / Fiberglass (FRP),1,Full Body Kit,200,Full Body Kit,,,,,,,Manual multi-carton,Manual,REVIEW,Full kits require the sum of each component carton; do not use one generic Shopify weight.
🔱 Mercedes-Benz,Mercedes-Benz W220 WALD Body Kit,Rear Bumper / Fiberglass (FRP); Rear Bumper / Forged Carbon; Rear Bumper / Gloss Carbon; Rear Bumper / Kevlar; Rear Bumper / Matte Carbon,5,Bumper,140,Rear Bumper,,,,140.0,0.0,0.0,Retain current — bumper evidence sparse,Review,UPDATE SITE,Chinese extract does not contain enough consistent full-bumper observations for a bulk overwrite.
🔴 Mitsubishi,ETi Evo 8 Varis-Style Carbon Fiber Front Bumper Canards,All variants,4,Bumper,140,Canards,45.0,21.0,14.0,3.0,-137.0,-137.0,Exact vehicle + part P75,Low,UPDATE SITE,Matched EVO8-CANA cleaned historical cartons.
🔴 Mitsubishi,ETi Evo 8/9 Carbon Fiber Time Attack Hood,All variants,1,Hood,74,Hood,170.0,133.0,16.0,73.0,-1.0,-1.0,Established ETi hood tier,Established,KEEP,Retain the established ETi standard hood tier.
🔴 Mitsubishi,ETi Evo 8/9 Carbon Fiber Time Attack Voltex Front Bumper Lip,All variants,1,Bumper,140,Front Lip / Splitter,182.0,68.0,16.0,40.0,-100.0,-100.0,Exact vehicle + part P75,Low,UPDATE SITE,Matched EVO8-FL cleaned historical cartons.
🔴 Mitsubishi,ETi Evo 8/9 Carbon Fiber Time Attack Voltex Rear Bumper Diffuser,All variants,4,Bumper,140,Rear Diffuser,180.0,61.0,16.0,36.0,-104.0,-104.0,Exact vehicle + part P75,Low,UPDATE SITE,Matched EVO9-DIF cleaned historical cartons.
🔴 Mitsubishi,ETi Evo 8/9 Time Attack Voltex Version Front Bumper,All variants,1,Bumper,140,Front Bumper,,,,140.0,0.0,0.0,Retain current — bumper evidence sparse,Review,UPDATE SITE,Chinese extract does not contain enough consistent full-bumper observations for a bulk overwrite.
🔴 Mitsubishi,ETi Evo 8/9 Turbo Manifold,All variants,50,Accessory,10,Accessory,,,,10.0,0.0,0.0,Retain current actual/manual weight,Existing,KEEP,No defensible dimensional override from the partner extract.
🔴 Mitsubishi,ETi Evo 8/9 VRs-Style Carbon Fiber Rear Diffuser,All variants,4,Rear Diffuser,30,Rear Diffuser,180.0,61.0,16.0,36.0,6.0,6.0,Exact vehicle + part P75,Low,UPDATE SITE,Matched EVO9-DIF cleaned historical cartons.
🔴 Mitsubishi,ETi Evo 8/9 VRs-Style Carbon Fiber Wing,All variants,4,Spoiler/Wing,17,Standard Spoiler / Wing,153.0,43.0,19.0,26.0,9.0,9.0,Exact vehicle + part P75,Low,UPDATE SITE,Matched EVO8-RS cleaned historical cartons.
🔴 Mitsubishi,ETi Evo 8/9 – Project Oni: Type Zero Full Carbon Fiber BodyKit,All variants,1,Full Body Kit,200,Full Body Kit,,,,,,,Manual multi-carton,Manual,REVIEW,Full kits require the sum of each component carton; do not use one generic Shopify weight.
🔴 Mitsubishi,ETi Evo 9 Carbon Fiber MIVEC Cam Cover,All variants,5,Accessory,5,Accessory,,,,5.0,0.0,0.0,Retain current actual/manual weight,Existing,KEEP,No defensible dimensional override from the partner extract.
🔴 Mitsubishi,ETi Evo 9 Carbon Fiber Roof Cover,All variants,5,Roof Panel,55,Roof Panel,,,,55.0,0.0,0.0,Retain current — chassis dependent,Review,UPDATE SITE,No reliable exact chassis match; broad category data is too variable for a safe overwrite.
🔴 Mitsubishi,ETi Evolution 8 JP-Style Carbon Fiber Front Lip,All variants,1,Front Lip,32,Front Lip / Splitter,182.0,68.0,16.0,40.0,8.0,8.0,Exact vehicle + part P75,Low,UPDATE SITE,Matched EVO8-FL cleaned historical cartons.
🔴 Mitsubishi,ETi Evolution 8 OEM-Style Carbon Fiber Front Bumper Canards,All variants,1,Bumper,140,Canards,45.0,21.0,14.0,3.0,-137.0,-137.0,Exact vehicle + part P75,Low,UPDATE SITE,Matched EVO8-CANA cleaned historical cartons.
🔴 Mitsubishi,ETi Evolution 8/9 Carbon Fiber Headlight Eyebrows,All variants,5,Accessory,5,Accessory,,,,5.0,0.0,0.0,Retain current actual/manual weight,Existing,KEEP,No defensible dimensional override from the partner extract.
🔴 Mitsubishi,ETi Evolution 8/9 Carbon Fiber Spark Plug Cover,All variants,5,Accessory,5,Accessory,,,,5.0,0.0,0.0,Retain current actual/manual weight,Existing,KEEP,No defensible dimensional override from the partner extract.
🔴 Mitsubishi,ETi Evolution 8/9 Carbon Fiber Steering Wheel Bezel,All variants,5,Interior Dash,12,Interior Dash,,,,12.0,0.0,0.0,Retain current actual/manual weight,Existing,KEEP,No defensible dimensional override from the partner extract.
🔴 Mitsubishi,ETi Evolution 8/9 Carbon Fiber Triple Gauge Pod (LHD),All variants,5,Gauge Pod,5,Gauge Pod,,,,5.0,0.0,0.0,Retain current actual/manual weight,Existing,KEEP,No defensible dimensional override from the partner extract.
🔴 Mitsubishi,ETi Evolution 8/9 DL-Style Carbon Fiber Trunk,All variants,5,Trunk/Boot,67,Trunk / Boot,,,,67.0,0.0,0.0,Retain current — chassis dependent,Review,UPDATE SITE,No reliable exact chassis match; broad category data is too variable for a safe overwrite.
🔴 Mitsubishi,ETi Evolution 8/9 FQ-Type Carbon Fiber Trunk Wing,All variants,4,Trunk/Boot,67,Standard Spoiler / Wing,153.0,43.0,19.0,26.0,-41.0,-41.0,Exact vehicle + part P75,Low,UPDATE SITE,Matched EVO8-RS cleaned historical cartons.
🔴 Mitsubishi,ETi Mitsubishi EVO 6 Front Carbon Fiber Doors,All variants,8,Door,51,Door,,,,51.0,0.0,0.0,Retain current — chassis dependent,Review,UPDATE SITE,No reliable exact chassis match; broad category data is too variable for a safe overwrite.
🔴 Mitsubishi,ETi Mitsubishi EVO 6 for Race Carbon Fiber Dashboard,All variants,4,Full Dashboard,95,Full Dashboard,,,,95.0,0.0,0.0,Retain current actual/manual weight,Existing,KEEP,No defensible dimensional override from the partner extract.
🔴 Mitsubishi,ETi Mitsubishi EVO X Carbon Fiber X Clear Hood,All variants,3,Hood,74,Hood,170.0,133.0,16.0,73.0,-1.0,-1.0,Established ETi hood tier,Established,KEEP,Retain the established ETi standard hood tier.
🔴 Mitsubishi,ETi Mitsubishi EVO X Charge Speed Carbon Fiber Hood,All variants,8,Hood,74,Hood,170.0,133.0,16.0,73.0,-1.0,-1.0,Established ETi hood tier,Established,KEEP,Retain the established ETi standard hood tier.
🔴 Mitsubishi,ETi Mitsubishi EVO X Mod X Vented Carbon Fiber Hood,All variants,4,Hood,74,Hood,170.0,133.0,16.0,73.0,-1.0,-1.0,Established ETi hood tier,Established,KEEP,Retain the established ETi standard hood tier.
🔴 Mitsubishi,ETi Mitsubishi Evo 8/9 C-West Style Carbon Fiber Hood,All variants,4,Hood,74,Hood,170.0,133.0,16.0,73.0,-1.0,-1.0,Established ETi hood tier,Established,KEEP,Retain the established ETi standard hood tier.
🔴 Mitsubishi,ETi Mitsubishi Evo 8/9 Cyber Street Full Body Kit,All variants,1,Full Body Kit,200,Full Body Kit,,,,,,,Manual multi-carton,Manual,REVIEW,Full kits require the sum of each component carton; do not use one generic Shopify weight.
🔴 Mitsubishi,ETi Mitsubishi Evo 8/9 Cyber Street Style Front Bumper,All variants,1,Bumper,140,Front Bumper,,,,140.0,0.0,0.0,Retain current — bumper evidence sparse,Review,UPDATE SITE,Chinese extract does not contain enough consistent full-bumper observations for a bulk overwrite.
🔴 Mitsubishi,ETi Mitsubishi Evo 8/9 JDM OEM-Style Rear Bumper,All variants,5,Bumper,140,Rear Bumper,,,,140.0,0.0,0.0,Retain current — bumper evidence sparse,Review,UPDATE SITE,Chinese extract does not contain enough consistent full-bumper observations for a bulk overwrite.
🔴 Mitsubishi,ETi Mitsubishi Evo 8/9 OEM Style Trunk,All variants,10,Trunk/Boot,67,Trunk / Boot,,,,67.0,0.0,0.0,Retain current — chassis dependent,Review,UPDATE SITE,No reliable exact chassis match; broad category data is too variable for a safe overwrite.
🔴 Mitsubishi,ETi Mitsubishi Evo 8/9 OEM-Style Carbon Fiber Hood,All variants,3,Hood,74,Hood,170.0,133.0,16.0,73.0,-1.0,-1.0,Established ETi hood tier,Established,KEEP,Retain the established ETi standard hood tier.
🔴 Mitsubishi,ETi Mitsubishi Evo 8/9 Ralli-Style Carbon Fiber Front Lip,All variants,4,Front Lip,32,Front Lip / Splitter,182.0,68.0,16.0,40.0,8.0,8.0,Exact vehicle + part P75,Low,UPDATE SITE,Matched EVO8-FL cleaned historical cartons.
🔴 Mitsubishi,ETi Mitsubishi Evo 8/9 Voltex Front Splitter,All variants,4,Front Lip,32,Front Lip / Splitter,182.0,68.0,16.0,40.0,8.0,8.0,Exact vehicle + part P75,Low,UPDATE SITE,Matched EVO8-FL cleaned historical cartons.
🔴 Mitsubishi,ETi Mitsubishi Evo 8Do-Luck D-Style Carbon Fiber Front Lip,All variants,4,Front Lip,32,Front Lip / Splitter,182.0,68.0,16.0,40.0,8.0,8.0,Exact vehicle + part P75,Low,UPDATE SITE,Matched EVO8-FL cleaned historical cartons.
🔴 Mitsubishi,ETi Mitsubishi Evo 9 JUN-Style Front Bumper,All variants,5,Bumper,140,Front Bumper,,,,140.0,0.0,0.0,Retain current — bumper evidence sparse,Review,UPDATE SITE,Chinese extract does not contain enough consistent full-bumper observations for a bulk overwrite.
🔴 Mitsubishi,ETi Mitsubishi Evo 9 OEM Rear Bumper Diffuser,All variants,4,Bumper,140,Rear Diffuser,180.0,61.0,16.0,36.0,-104.0,-104.0,Exact vehicle + part P75,Low,UPDATE SITE,Matched EVO9-DIF cleaned historical cartons.
🔴 Mitsubishi,ETi Mitsubishi Evo 9 OEM-Style Front Bumper with Lip,All variants,4,Bumper,140,Front Bumper,,,,140.0,0.0,0.0,Retain current — bumper evidence sparse,Review,UPDATE SITE,Chinese extract does not contain enough consistent full-bumper observations for a bulk overwrite.
🔴 Mitsubishi,ETi Motorsports Supra Carbon Evolution Tee,All variants,24,Accessory,0,Accessory,,,,,,,Manual review,Manual,REVIEW,Current Shopify weight is zero and no reliable dimensional profile was found.
🔴 Mitsubishi,EVO HKS Widebody Front Bumper,All variants,2,Bumper,140,Front Bumper,,,,140.0,0.0,0.0,Retain current — bumper evidence sparse,Review,UPDATE SITE,Chinese extract does not contain enough consistent full-bumper observations for a bulk overwrite.
🔴 Mitsubishi,EVO HKS Widebody Front Fender,All variants,2,Front Fender,66,Front Fender,,,,66.0,0.0,0.0,Retain current — chassis dependent,Review,UPDATE SITE,No reliable exact chassis match; broad category data is too variable for a safe overwrite.
🔴 Mitsubishi,EVO HKS Widebody Hood,All variants,3,Hood,74,Hood,170.0,133.0,16.0,73.0,-1.0,-1.0,Established ETi hood tier,Established,KEEP,Retain the established ETi standard hood tier.
🔴 Mitsubishi,EVO HKS Widebody Rear Bumper,All variants,2,Bumper,140,Rear Bumper,,,,140.0,0.0,0.0,Retain current — bumper evidence sparse,Review,UPDATE SITE,Chinese extract does not contain enough consistent full-bumper observations for a bulk overwrite.
🔴 Mitsubishi,EVO HKS Widebody Rear Fender,All variants,2,Rear Fender,41,Fender Flare / Arch,126.0,43.0,15.0,17.0,-24.0,-24.0,Cleaned category P75,Low,UPDATE SITE,Small flare/arch pieces separated from full fenders. Representative carton: B-MX5-ARCH-RALLY-NC / OD-0020349.
🔴 Mitsubishi,Evo 8/9 Titanium Bolt Kit,All variants,6,Hardware,0.1,Hardware,,,,0.1,0.0,0.0,Retain current actual/manual weight,Existing,KEEP,No defensible dimensional override from the partner extract.
🔴 Mitsubishi,Mitsubishi EVO HKS Widebody Kit,All variants,1,Full Body Kit,200,Full Body Kit,,,,,,,Manual multi-carton,Manual,REVIEW,Full kits require the sum of each component carton; do not use one generic Shopify weight.
🔴 Mitsubishi,Mitsubishi EVO X Carbon Fiber Vented Hood,All variants,3,Hood,74,Hood,170.0,133.0,16.0,73.0,-1.0,-1.0,Established ETi hood tier,Established,KEEP,Retain the established ETi standard hood tier.
🔴 Mitsubishi,Mitsubishi Evo 8/9 Carbon Fiber Rear Diffuser,All variants,4,Rear Diffuser,30,Rear Diffuser,180.0,61.0,16.0,36.0,6.0,6.0,Exact vehicle + part P75,Low,UPDATE SITE,Matched EVO9-DIF cleaned historical cartons.
🔴 Mitsubishi,Mitsubishi Lancer Evolution X Carbon Fiber Front Fender Flare,All variants,5,Front Fender,66,Fender Flare / Arch,126.0,43.0,15.0,17.0,-49.0,-49.0,Cleaned category P75,Low,UPDATE SITE,Small flare/arch pieces separated from full fenders. Representative carton: B-MX5-ARCH-RALLY-NC / OD-0020349.
🔴 Mitsubishi,Mitsubishi Lancer Evolution X Carbon Fiber Rear Diffuser,All variants,4,Rear Diffuser,30,Rear Diffuser,151.0,51.0,21.0,33.0,3.0,3.0,Cleaned category P75,Low,UPDATE SITE,Cleaned P75; full diffusers only. Representative carton: B-987-DIF-EPAGT / OD-0018908.
🔴 Mitsubishi,Mitsubishi Lancer Evolution X Carbon Fiber Trunk with Duckbill,All variants,5,Trunk/Boot,67,Trunk / Boot,,,,67.0,0.0,0.0,Retain current — chassis dependent,Review,UPDATE SITE,No reliable exact chassis match; broad category data is too variable for a safe overwrite.
🔴 Mitsubishi,Mitsubishi Lancer Evolution X Wide Body Kit,All variants,1,Full Body Kit,200,Full Body Kit,,,,,,,Manual multi-carton,Manual,REVIEW,Full kits require the sum of each component carton; do not use one generic Shopify weight.
🔴 Mitsubishi,VTX Cyber Evo-Style Carbon Fiber Hood – Mitsubishi Evo 8/9,All variants,4,Hood,74,Hood,170.0,133.0,16.0,73.0,-1.0,-1.0,Established ETi hood tier,Established,KEEP,Retain the established ETi standard hood tier.
🔵 Honda,ETi 48mm Aluminum Performance Radiator – Honda Civic EG (1992-1995),All variants,1,Small Panel,5,Small Panel,,,,5.0,0.0,0.0,Retain current actual/manual weight,Existing,KEEP,No defensible dimensional override from the partner extract.
🔵 Honda,ETi Half-Size Aluminum Radiator – Honda Civic EG & EK (1992-2000),All variants,1,Small Panel,5,Small Panel,,,,5.0,0.0,0.0,Retain current actual/manual weight,Existing,KEEP,No defensible dimensional override from the partner extract.
🔵 Honda,ETi Honda Accord 03 ETi wide Carbon Fiber Hood,All variants,4,Hood,74,Hood,170.0,133.0,16.0,73.0,-1.0,-1.0,Established ETi hood tier,Established,KEEP,Retain the established ETi standard hood tier.
🔵 Honda,ETi Honda Accord 03 OEM Carbon Fiber Hood,All variants,4,Hood,74,Hood,170.0,133.0,16.0,73.0,-1.0,-1.0,Established ETi hood tier,Established,KEEP,Retain the established ETi standard hood tier.
🔵 Honda,ETi Honda Accord 09 ETi Carbon Fiber Hood,All variants,4,Hood,74,Hood,170.0,133.0,16.0,73.0,-1.0,-1.0,Established ETi hood tier,Established,KEEP,Retain the established ETi standard hood tier.
🔵 Honda,ETi Honda Accord 09 OEM Carbon Fiber Hood,All variants,4,Hood,74,Hood,170.0,133.0,16.0,73.0,-1.0,-1.0,Established ETi hood tier,Established,KEEP,Retain the established ETi standard hood tier.
🔵 Honda,ETi Honda Accord 09 OEM Carbon Fiber Trunk,All variants,4,Trunk/Boot,67,Trunk / Boot,,,,67.0,0.0,0.0,Retain current — chassis dependent,Review,UPDATE SITE,No reliable exact chassis match; broad category data is too variable for a safe overwrite.
🔵 Honda,ETi Honda Accord 2003 Carbon Fiber Roof,All variants,4,Roof Panel,55,Roof Panel,,,,55.0,0.0,0.0,Retain current — chassis dependent,Review,UPDATE SITE,No reliable exact chassis match; broad category data is too variable for a safe overwrite.
🔵 Honda,ETi Honda Accord 2009 Carbon Fiber Roof,All variants,4,Roof Panel,55,Roof Panel,,,,55.0,0.0,0.0,Retain current — chassis dependent,Review,UPDATE SITE,No reliable exact chassis match; broad category data is too variable for a safe overwrite.
